Property Address,Year,Fair Market Value,Sale Price,Acres,Year Built,Latitude,Longitude
203.0 5TH AVE TYBEE ISLAND GA 31328.0 203 5TH AVE,2023,752600.0,390000.0,0.11,2005.0,32.014317492399,-80.844606979798
201.0 5TH AVE TYBEE ISLAND GA 31328.0 201 5TH AVE,2023,779600.0,378900.0,0.1,2006.0,32.014317492399,-80.844606979798
201.0 5TH AVE TYBEE ISLAND GA 31328.0 201 5TH AVE,2023,779600.0,386000.0,0.11,2006.0,32.014317492399,-80.844606979798
209.0 5TH AVE TYBEE ISLAND GA 31328.0 209 5TH AVE,2023,807400.0,629900.0,0.11,2018.0,32.014317492399,-80.844606979798
116.0 LEWIS AVE TYBEE ISLAND GA 31328.0 116 LEWIS AVE,2023,547000.0,204000.0,0.34,1950.0,32.010467728067,-80.849156945702
118.0 LEWIS AVE TYBEE ISLAND GA 31328.0 118 LEWIS AVE,2023,410000.0,315000.0,0.23,1985.0,32.010467728067,-80.849156945702
120.0 LEWIS AVE TYBEE ISLAND GA 31328.0 120 LEWIS AVE,2023,388000.0,0.0,0.22,1980.0,32.010467728067,-80.849156945702
122.0 LEWIS AVE TYBEE ISLAND GA 31328.0 122 LEWIS AVE,2023,529400.0,389000.0,0.44,1954.0,32.010467728067,-80.849156945702
124.0 LEWIS AVE TYBEE ISLAND GA 31328.0 124 LEWIS AVE,2023,337800.0,0.0,0.49,1954.0,32.010467728067,-80.849156945702
128.0 LEWIS AVE TYBEE ISLAND GA 31328.0 128 LEWIS AVE,2023,552400.0,0.0,0.23,1985.0,32.010467728067,-80.849156945702
134.0 LEWIS AVE TYBEE ISLAND GA 31328.0 134 LEWIS AVE,2023,458900.0,0.0,0.22,1970.0,32.010467728067,-80.849156945702
136.0 LEWIS AVE TYBEE ISLAND GA 31328.0 136 LEWIS AVE,2023,345400.0,47900.0,0.79,1985.0,32.010467728067,-80.849156945702
138.0 LEWIS AVE TYBEE ISLAND GA 31328.0 138 LEWIS AVE,2023,319700.0,221400.0,0.22,1978.0,32.010467728067,-80.849156945702
140.0 LEWIS AVE TYBEE ISLAND GA 31328.0 140 LEWIS AVE,2023,333400.0,40460.0,0.22,1960.0,32.010467728067,-80.849156945702
144.0 LEWIS AVE TYBEE ISLAND GA 31328.0 144 LEWIS AVE,2023,377000.0,320000.0,0.21,1950.0,32.010467728067,-80.849156945702
146.0 LEWIS AVE TYBEE ISLAND GA 31328.0 146 LEWIS AVE,2023,389500.0,353000.0,0.21,1990.0,32.010467728067,-80.849156945702
148.0 LEWIS AVE TYBEE ISLAND GA 31328.0 148 LEWIS AVE,2023,436100.0,0.0,0.22,1970.0,32.010467728067,-80.849156945702
150.0 LEWIS AVE TYBEE ISLAND GA 31328.0 150 LEWIS AVE,2023,254100.0,75000.0,0.22,1980.0,32.010467728067,-80.849156945702
152.0 LEWIS AVE TYBEE ISLAND GA 31328.0 152 LEWIS AVE,2023,530800.0,440000.0,0.22,1976.0,32.010467728067,-80.849156945702
154.0 LEWIS AVE TYBEE ISLAND GA 31328.0 154 LEWIS AVE,2023,357400.0,150000.0,0.28,1970.0,32.010467728067,-80.849156945702
156.0 LEWIS AVE TYBEE ISLAND GA 31328.0 156 LEWIS AVE,2023,372300.0,0.0,0.3,1950.0,32.010467728067,-80.849156945702
130.0 LEWIS AVE TYBEE ISLAND GA 31328.0 130 LEWIS AVE,2023,702800.0,0.0,0.23,2001.0,32.010467728067,-80.849156945702
132.0 LEWIS AVE TYBEE ISLAND GA 31328.0 132 LEWIS AVE,2023,542300.0,0.0,0.21,1995.0,32.010467728067,-80.849156945702
403.0 3RD ST TYBEE ISLAND GA 31328.0 403 3RD ST,2023,695700.0,14500.0,0.2,1984.0,32.009868359991,-80.84339442476
404.0 4TH ST TYBEE ISLAND GA 31328.0 404 4TH ST,2023,535100.0,0.0,0.2,1969.0,32.009375723511,-80.844031125322
305.0 JONES AVE TYBEE ISLAND GA 31328.0 305 JONES AVE,2023,676600.0,365000.0,0.2,1946.0,32.002972341788,-80.847260972065
301.0 JONES AVE TYBEE ISLAND GA 31328.0 301 JONES AVE,2023,674700.0,355000.0,0.2,1968.0,32.002972341788,-80.847260972065
304.0 4TH ST TYBEE ISLAND GA 31328.0 304 4TH ST,2023,621400.0,0.0,0.15,1948.0,32.009375723511,-80.844031125322
302.0 4TH ST TYBEE ISLAND GA 31328.0 302 4TH ST,2023,506400.0,395000.0,0.16,1948.0,32.009375723511,-80.844031125322
303.0 3RD ST TYBEE ISLAND GA 31328.0 303 3RD ST,2023,674100.0,0.0,0.17,1968.0,32.009868359991,-80.84339442476
300.0 2ND AVE TYBEE ISLAND GA 31328.0 300 2ND AVE,2023,453700.0,610000.0,0.07,1951.0,31.999379001897,-80.84795506608
302.0 2ND AVE TYBEE ISLAND GA 31328.0 302 2ND AVE,2023,480900.0,610000.0,0.07,1951.0,31.999379001897,-80.84795506608
304.0 2ND AVE TYBEE ISLAND GA 31328.0 304 2ND AVE,2023,525400.0,150000.0,0.14,1935.0,31.999379001897,-80.84795506608
305.0 LOVELL AVE TYBEE ISLAND GA 31328.0 305 LOVELL AVE,2023,352300.0,45000.0,0.09,1940.0,31.999392324026,-80.84721082368
303.0 LOVELL AVE TYBEE ISLAND GA 31328.0 303 LOVELL AVE,2023,601600.0,565000.0,0.11,1993.0,31.999392324026,-80.84721082368
301.0 LOVELL AVE TYBEE ISLAND GA 31328.0 301 LOVELL AVE,2023,364100.0,55000.0,0.09,1900.0,31.999392324026,-80.84721082368
303.0 BUTLER AVE TYBEE ISLAND GA 31328.0 303 BUTLER AVE,2023,617600.0,0.0,0.14,1938.0,32.00053888718,-80.845968511203
301.0 BUTLER AVE TYBEE ISLAND GA 31328.0 301 BUTLER AVE,2023,931000.0,0.0,0.14,1993.0,32.00053888718,-80.845968511203
103.0 3RD ST TYBEE ISLAND GA 31328.0 103 3RD ST,2023,629100.0,0.0,0.17,1940.0,32.009868359991,-80.84339442476
305.0 BUTLER AVE TYBEE ISLAND GA 31328.0 305 BUTLER AVE,2023,779000.0,0.0,0.12,1938.0,32.00053888718,-80.845968511203
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,833100.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,873800.0,649000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,857100.0,807400.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,825600.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
1.0 3RD ST TYBEE ISLAND GA 31328.0 1 3RD ST,2023,825600.0,589000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,850900.0,599000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,850900.0,205000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,857100.0,510000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,850900.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,857100.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST TYBEE ISLAND GA 31328.0 3RD ST,2023,850900.0,585000.0,0.02,1997.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 511 TYBEE ISLAND GA 31328.0 3 3RD ST #511,2023,338900.0,275000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 512 TYBEE ISLAND GA 31328.0 3 3RD ST #512,2023,312100.0,290000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 513 TYBEE ISLAND GA 31328.0 3 3RD ST #513,2023,303800.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 514 TYBEE ISLAND GA 31328.0 3 3RD ST #514,2023,303800.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 515 TYBEE ISLAND GA 31328.0 3 3RD ST #515,2023,291000.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 516 TYBEE ISLAND GA 31328.0 3 3RD ST #516,2023,326400.0,310000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 517 TYBEE ISLAND GA 31328.0 3 3RD ST #517,2023,326400.0,302000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 518 TYBEE ISLAND GA 31328.0 3 3RD ST #518,2023,338900.0,227500.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 528 TYBEE ISLAND GA 31328.0 3 3RD ST #528,2023,338900.0,369000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 527 TYBEE ISLAND GA 31328.0 3 3RD ST #527,2023,326400.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 526 TYBEE ISLAND GA 31328.0 3 3RD ST #526,2023,326400.0,290000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 525 TYBEE ISLAND GA 31328.0 3 3RD ST #525,2023,326400.0,252000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 524 TYBEE ISLAND GA 31328.0 3 3RD ST #524,2023,303800.0,265000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 523 TYBEE ISLAND GA 31328.0 3 3RD ST #523,2023,303800.0,272000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 522 TYBEE ISLAND GA 31328.0 3 3RD ST #522,2023,312100.0,438900.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 521 TYBEE ISLAND GA 31328.0 3 3RD ST #521,2023,338900.0,260000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 531 TYBEE ISLAND GA 31328.0 3 3RD ST #531,2023,338900.0,470000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 532 TYBEE ISLAND GA 31328.0 3 3RD ST #532,2023,312100.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 533 TYBEE ISLAND GA 31328.0 3 3RD ST #533,2023,303800.0,343000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 534 TYBEE ISLAND GA 31328.0 3 3RD ST #534,2023,303800.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 535 TYBEE ISLAND GA 31328.0 3 3RD ST #535,2023,326400.0,280000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 536 TYBEE ISLAND GA 31328.0 3 3RD ST #536,2023,326400.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 537 TYBEE ISLAND GA 31328.0 3 3RD ST #537,2023,326400.0,292000.0,0.0,1999.0,32.009868359991,-80.84339442476
3.0 3RD ST UNIT 538 TYBEE ISLAND GA 31328.0 3 3RD ST #538,2023,275000.0,257000.0,0.0,1999.0,32.009868359991,-80.84339442476
404.0 BUTLER AVE UNIT 411 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #411,2023,441200.0,429000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 412 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #412,2023,438900.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 413 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #413,2023,474300.0,489000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 414 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #414,2023,474300.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 415 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #415,2023,477100.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 421 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #421,2023,441200.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 422 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #422,2023,438900.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 423 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #423,2023,418200.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 424 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #424,2023,474300.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 425 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #425,2023,477100.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 431 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #431,2023,441200.0,485000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 432 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #432,2023,438900.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 433 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #433,2023,474300.0,550000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 434 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #434,2023,474300.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 435 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #435,2023,496000.0,533500.0,0.01,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 441 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #441,2023,441200.0,350000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 442 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #442,2023,442800.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 443 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #443,2023,474300.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 444 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #444,2023,421200.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 445 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #445,2023,481000.0,540000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 611 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #611,2023,440100.0,250000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 612 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #612,2023,457700.0,345000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 613 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #613,2023,458500.0,308000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 614 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #614,2023,440700.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 615 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #615,2023,457700.0,389000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 616 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #616,2023,459800.0,285000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 621 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #621,2023,488500.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 622 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #622,2023,457700.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 623 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #623,2023,366000.0,245000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 624 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #624,2023,440700.0,315000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 625 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #625,2023,457700.0,350000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 626 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #626,2023,459800.0,400000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 631 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #631,2023,440100.0,320000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 632 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #632,2023,457700.0,360000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 633 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #633,2023,458500.0,372500.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 634 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #634,2023,440700.0,372000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 635 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #635,2023,457700.0,237700.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 636 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #636,2023,459800.0,265000.0,0.0,2002.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 311 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #311,2023,391700.0,299000.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 312 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #312,2023,412100.0,395000.0,0.0,2010.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 313 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #313,2023,391700.0,0.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 314 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #314,2023,391700.0,326000.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 321 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #321,2023,398400.0,0.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 322 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #322,2023,391700.0,246500.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 323 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #323,2023,391700.0,245000.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 324 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #324,2023,401900.0,535000.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 331 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #331,2023,398400.0,287800.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 332 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #332,2023,391700.0,258900.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 333 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #333,2023,412100.0,492500.0,0.0,2010.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 334 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #334,2023,391700.0,560000.0,0.0,2004.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 221 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #221,2023,471200.0,200000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 222 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #222,2023,380000.0,380000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 223 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #223,2023,471200.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 224 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #224,2023,485100.0,330000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 225 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #225,2023,471200.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 226 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #226,2023,471200.0,258000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 227 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #227,2023,471200.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 228 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #228,2023,471200.0,259000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 229 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #229,2023,514000.0,475000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 231 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #231,2023,485100.0,287000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 232 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #232,2023,485100.0,288000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 233 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #233,2023,485100.0,459600.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 236 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #236,2023,485100.0,238000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 237 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #237,2023,485100.0,248000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 238 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #238,2023,485100.0,340000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 239 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #239,2023,485100.0,600000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 701 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #701,2023,509400.0,249000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 702 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #702,2023,509400.0,249000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 703 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #703,2023,509400.0,500000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 704 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #704,2023,524800.0,675000.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 705 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #705,2023,509400.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 706 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #706,2023,509400.0,547500.0,0.0,2006.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 111 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #111,2023,426400.0,385000.0,0.02,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 112 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #112,2023,426400.0,0.0,0.02,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 113 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #113,2023,426300.0,275000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 114 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #114,2023,426400.0,270000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 115 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #115,2023,426400.0,263000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 116 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #116,2023,426400.0,250000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 117 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #117,2023,612500.0,400000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 121 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #121,2023,426400.0,385000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 122 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #122,2023,426300.0,281000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 123 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #123,2023,380000.0,380000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 124 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #124,2023,426300.0,385000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 125 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #125,2023,426400.0,289000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 126 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #126,2023,426400.0,270000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 127 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #127,2023,547800.0,0.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 131 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #131,2023,426400.0,279000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 132 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #132,2023,426400.0,335000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 133 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #133,2023,426400.0,350000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 134 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #134,2023,426400.0,365000.0,0.02,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 135 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #135,2023,426400.0,337000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 136 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #136,2023,426400.0,280000.0,0.0,2007.0,32.00053888718,-80.845968511203
404.0 BUTLER AVE UNIT 137 TYBEE ISLAND GA 31328.0 404 BUTLER AVE #137,2023,533600.0,435000.0,0.0,2007.0,32.00053888718,-80.845968511203
411.0 BUTLER AVE TYBEE ISLAND 411 BUTLER AVE,2023,447500.0,360000.0,0.04,1985.0,32.00053888718,-80.845968511203
411.0 BUTLER AVE TYBEE ISLAND 411 BUTLER AVE,2023,486800.0,253345.0,0.04,1985.0,32.00053888718,-80.845968511203
